,loan_amnt,term,int_rate,installment,annual_inc,dti,revol_bal,total_acc
22944,24000.0, 36 months,11.99,797.03,90000.0,23.4,22863.0,22.0
16600,35000.0, 36 months,19.99,1300.55,86000.0,17.58,28923.0,19.0
21768,27000.0, 60 months,19.99,715.19,76968.0,35.1,7424.0,32.0
17244,17500.0, 36 months,14.48,602.2,35000.0,19.82,14731.0,20.0
6395,20000.0, 60 months,12.88,453.84,97200.0,24.28,22595.0,36.0
10096,20000.0, 36 months,8.38,630.24,200000.0,7.46,15185.0,23.0
1234,8000.0, 36 months,10.78,261.08,54000.0,28.1,8104.0,33.0
20658,30000.0, 36 months,17.57,1078.12,140000.0,0.83,6113.0,26.0
5694,9000.0, 36 months,14.85,311.33,51000.0,10.59,8105.0,28.0
1486,30000.0, 60 months,23.13,847.96,87000.0,15.92,16146.0,46.0
584,18900.0, 36 months,12.88,635.73,45000.0,30.45,13106.0,31.0
16005,35000.0, 36 months,8.38,1102.92,170000.0,17.93,26513.0,32.0
20999,25000.0, 60 months,13.67,577.44,50000.0,35.53,34861.0,23.0
21800,15700.0, 36 months,13.67,534.08,62000.0,31.51,29049.0,23.0
21145,9500.0, 36 months,11.99,315.5,82000.0,23.66,10276.0,47.0
23218,12000.0, 60 months,18.49,307.93,49000.0,30.27,3188.0,17.0
23940,11025.0, 60 months,18.49,282.91,63500.0,36.82,24585.0,35.0
18546,1000.0, 36 months,18.2,36.26,31000.0,25.75,8822.0,12.0
17383,8000.0, 36 months,5.32,240.92,31000.0,26.52,199.0,37.0
22340,14625.0, 60 months,19.99,387.4,55000.0,22.37,17716.0,41.0
21207,8000.0, 36 months,9.17,255.04,68000.0,5.88,2716.0,20.0
9141,6000.0, 36 months,16.99,213.89,40000.0,26.97,6605.0,26.0
23316,14000.0, 60 months,13.18,319.84,120000.0,4.28,3238.0,7.0
18259,26975.0, 60 months,11.99,599.91,130000.0,31.6,28333.0,34.0
4909,7500.0, 36 months,7.91,234.72,35380.0,24.14,14867.0,36.0
19566,24000.0, 60 months,10.64,517.52,60000.0,21.5,20300.0,47.0
10231,24000.0, 60 months,12.59,541.05,120000.0,18.08,11681.0,38.0
4849,17600.0, 36 months,9.8,566.26,98000.0,24.88,22619.0,54.0
3678,10000.0, 36 months,14.85,345.92,290000.0,17.46,57674.0,55.0
16204,8000.0, 36 months,16.99,285.19,90000.0,29.89,17488.0,36.0
23253,7800.0, 36 months,7.26,241.77,31000.0,9.79,6034.0,8.0
19182,20000.0, 36 months,9.17,637.58,135000.0,16.11,11664.0,19.0
22441,14000.0, 36 months,10.64,455.96,100000.0,11.87,21619.0,28.0
16307,15000.0, 36 months,11.99,498.15,82500.0,23.35,7193.0,23.0
5140,7000.0, 36 months,14.85,242.15,37000.0,17.45,13633.0,14.0
8947,16000.0, 36 months,7.89,500.58,38900.0,24.45,20302.0,14.0
19762,9000.0, 36 months,11.22,295.59,35000.0,12.93,12903.0,12.0
455,22400.0, 60 months,14.85,531.14,70000.0,18.69,15292.0,20.0
3495,10000.0, 36 months,13.44,339.07,83000.0,15.17,4644.0,28.0
1849,30000.0, 60 months,13.99,697.9,150000.0,8.52,23138.0,30.0
11849,10000.0, 60 months,13.67,230.98,40000.0,30.15,37856.0,43.0
3494,21000.0, 60 months,16.59,517.29,65000.0,34.71,33960.0,33.0
12625,5000.0, 36 months,11.22,164.22,39500.0,28.7,5634.0,17.0
7443,1600.0, 36 months,16.55,56.69,35000.0,19.66,5086.0,18.0
21143,6000.0, 36 months,5.32,180.69,42000.0,4.26,5878.0,19.0
20932,15000.0, 36 months,10.64,488.53,50000.0,21.44,22241.0,19.0
10377,35000.0, 36 months,9.17,1115.77,100000.0,29.19,44589.0,58.0
1951,20000.0, 36 months,7.91,625.9,78000.0,11.32,14631.0,12.0
4277,22775.0, 60 months,15.77,551.07,65000.0,12.76,8330.0,29.0
13623,16800.0, 36 months,5.32,505.93,88000.0,16.11,16049.0,28.0
7815,4200.0, 36 months,8.38,132.36,45000.0,11.89,680.0,29.0
16960,15300.0, 60 months,20.99,413.84,45000.0,23.57,13350.0,15.0
21251,14150.0, 60 months,11.22,309.22,45000.0,15.41,13638.0,15.0
4318,15000.0, 36 months,9.8,482.61,90000.0,33.75,5215.0,55.0
11382,35000.0, 60 months,12.59,789.04,96000.0,18.59,47814.0,20.0
11043,15000.0, 36 months,6.89,462.41,82000.0,10.36,28646.0,30.0
5991,25000.0, 60 months,18.99,648.38,80000.0,13.62,25047.0,37.0
23200,25200.0, 60 months,18.99,653.57,60000.0,28.22,27020.0,36.0
18322,19200.0, 36 months,6.89,591.88,84000.0,25.96,22030.0,16.0
20561,8500.0, 36 months,10.64,276.84,30000.0,10.8,7604.0,9.0
20823,3000.0, 36 months,13.67,102.06,54000.0,23.15,4013.0,24.0
270,22000.0, 60 months,17.97,558.3,55000.0,22.34,39840.0,25.0
23258,12000.0, 36 months,9.17,382.55,40000.0,15.93,12822.0,20.0
238,10000.0, 36 months,6.99,308.73,54000.0,19.38,13447.0,18.0
15923,7000.0, 36 months,9.76,225.09,52000.0,16.09,2729.0,19.0
23162,6000.0, 36 months,12.59,200.99,36000.0,19.7,8249.0,23.0
8458,13900.0, 36 months,22.99,538.0,72500.0,29.56,3327.0,19.0
20882,7000.0, 36 months,5.32,210.81,65000.0,17.34,4673.0,19.0
10345,12800.0, 60 months,13.18,292.43,72000.0,8.66,7318.0,8.0
22993,9500.0, 36 months,7.26,294.47,94000.0,2.06,6434.0,6.0
16548,15000.0, 36 months,7.89,469.29,95000.0,24.58,13477.0,40.0
14423,10000.0, 36 months,7.26,309.97,38000.0,22.99,3336.0,13.0
19966,14000.0, 36 months,10.64,455.96,90000.0,14.36,9414.0,19.0
5628,14000.0, 60 months,14.85,331.96,55000.0,29.11,12131.0,32.0
12631,5650.0, 36 months,14.48,194.43,52000.0,9.05,3515.0,31.0
2535,15000.0, 36 months,9.8,482.61,77000.0,21.52,14602.0,38.0
3344,20000.0, 36 months,8.49,631.26,50000.0,26.81,15893.0,25.0
4302,8800.0, 36 months,9.8,283.13,32000.0,12.0,10931.0,21.0
1979,18000.0, 36 months,11.48,593.4,134000.0,19.24,26059.0,31.0
4166,15000.0, 36 months,11.99,498.15,41000.0,14.17,15411.0,61.0
4947,15000.0, 36 months,11.99,498.15,175000.0,5.6,15601.0,17.0
2896,5000.0, 36 months,6.99,154.37,45000.0,12.24,7545.0,13.0
8997,16000.0, 36 months,9.76,514.48,50000.0,11.74,9686.0,25.0
15752,5000.0, 36 months,8.38,157.56,75000.0,28.29,44826.0,8.0
12899,28000.0, 36 months,7.89,876.0,130000.0,25.52,27917.0,57.0
3311,17500.0, 36 months,5.32,527.01,100000.0,16.55,16743.0,16.0
8718,7800.0, 36 months,6.24,238.15,41000.0,26.14,14666.0,23.0
4983,12000.0, 60 months,12.88,272.31,75000.0,17.01,9568.0,25.0
2854,2000.0, 36 months,13.44,67.82,33000.0,38.33,5499.0,22.0
1987,16000.0, 36 months,7.91,500.72,117000.0,12.0,17270.0,41.0
13243,25000.0, 36 months,16.99,891.2,68000.0,28.42,27350.0,46.0
18258,16000.0, 36 months,12.59,535.95,46000.0,12.47,4394.0,9.0
17335,3000.0, 36 months,9.76,96.47,40000.0,16.08,11964.0,10.0
21363,24000.0, 60 months,14.48,564.43,83000.0,36.39,35144.0,41.0
21837,30000.0, 36 months,13.67,1020.53,72000.0,22.85,4434.0,33.0
9955,5000.0, 36 months,8.38,157.56,45000.0,17.95,5292.0,25.0
10656,15825.0, 60 months,16.55,389.48,36000.0,22.5,10976.0,19.0
6663,2200.0, 36 months,13.99,75.19,48000.0,6.81,3934.0,26.0
21776,20000.0, 36 months,5.32,602.3,175000.0,3.15,15473.0,25.0
7952,14500.0, 60 months,13.18,331.26,130000.0,4.19,17169.0,20.0
21237,18850.0, 36 months,13.67,641.24,41000.0,28.05,17844.0,7.0
13565,14000.0, 60 months,15.41,336.08,32000.0,29.27,14034.0,20.0
14296,15500.0, 36 months,5.32,466.78,70000.0,5.38,15692.0,10.0
1336,12000.0, 60 months,11.99,266.88,48000.0,19.45,5215.0,14.0
16472,20000.0, 60 months,14.48,470.36,55000.0,30.7,20697.0,20.0
12326,8500.0, 36 months,13.67,289.15,50000.0,38.17,19956.0,28.0
1166,7000.0, 36 months,8.49,220.95,50000.0,25.18,9366.0,12.0
2695,15000.0, 36 months,9.17,478.19,60000.0,28.2,17445.0,38.0
18978,5700.0, 36 months,17.57,204.85,42000.0,25.51,15460.0,9.0
15784,12000.0, 36 months,7.26,371.96,85000.0,6.14,6778.0,21.0
10487,15000.0, 60 months,18.49,384.92,50000.0,9.52,12671.0,34.0
23185,8500.0, 36 months,6.24,259.52,60000.0,22.62,10680.0,40.0
22609,24000.0, 36 months,7.26,743.91,120000.0,8.09,22765.0,46.0
21807,7225.0, 36 months,17.86,260.7,50000.0,3.34,6719.0,6.0
21645,9600.0, 36 months,8.38,302.52,48300.0,27.2,20851.0,23.0
7145,8000.0, 36 months,8.38,252.1,131000.0,14.06,15192.0,33.0
222,15000.0, 36 months,9.8,482.61,60000.0,25.56,15448.0,53.0
20276,1600.0, 36 months,16.55,56.69,65000.0,6.39,6452.0,16.0
16476,6000.0, 36 months,9.17,191.28,54000.0,21.24,15458.0,20.0
19379,4800.0, 36 months,12.59,160.79,75000.0,18.09,15785.0,23.0
3282,2500.0, 36 months,8.49,78.91,51500.0,15.08,11299.0,24.0
18033,8000.0, 36 months,8.38,252.1,70000.0,5.03,8131.0,15.0
3669,33050.0, 60 months,13.67,763.38,67000.0,31.99,31233.0,29.0
24,6000.0, 36 months,7.49,186.61,100000.0,13.28,8563.0,16.0
4709,24000.0, 60 months,13.44,551.5,85000.0,21.93,19477.0,18.0
16735,16000.0, 36 months,11.99,531.36,94000.0,14.72,17255.0,13.0
7853,5950.0, 36 months,9.17,189.68,30000.0,18.64,5958.0,9.0
21546,12200.0, 60 months,18.49,313.07,55922.0,30.02,8915.0,60.0
6558,16500.0, 60 months,13.44,379.16,37000.0,28.74,14837.0,23.0
12928,35000.0, 60 months,23.99,1006.68,85000.0,25.06,62231.0,23.0
13802,3000.0, 36 months,10.64,97.71,59000.0,12.88,7412.0,11.0
14243,3000.0, 36 months,11.99,99.63,115000.0,33.24,73814.0,33.0
21501,16825.0, 60 months,18.99,436.36,46800.0,25.59,3644.0,12.0
6180,31000.0, 36 months,17.97,1120.26,80000.0,14.25,6263.0,24.0
9389,4450.0, 36 months,15.41,155.16,23892.0,28.47,6780.0,25.0
12243,31150.0, 60 months,22.99,877.96,76000.0,34.55,36324.0,48.0
3076,30000.0, 36 months,11.99,996.29,110723.0,28.82,19720.0,20.0
22977,28000.0, 60 months,13.18,639.67,130000.0,12.21,19656.0,31.0
20573,16000.0, 60 months,10.64,345.02,60000.0,10.98,9209.0,29.0
13895,9825.0, 36 months,11.22,322.69,52000.0,24.86,8937.0,8.0
14392,15000.0, 36 months,8.38,472.68,50000.0,24.94,21064.0,25.0
8205,16175.0, 36 months,14.48,556.61,36800.0,35.98,20338.0,25.0
11758,12000.0, 36 months,7.26,371.96,60000.0,23.38,10656.0,30.0
9666,6000.0, 36 months,12.59,200.99,51000.0,6.68,1451.0,15.0
15474,11400.0, 60 months,16.99,283.26,50000.0,7.44,9879.0,13.0
19753,3600.0, 36 months,7.89,112.63,43000.0,14.15,5400.0,17.0
11190,12000.0, 60 months,13.67,277.18,55000.0,18.99,7272.0,26.0
6311,3950.0, 36 months,11.99,131.18,50000.0,32.79,6836.0,23.0
23642,15000.0, 60 months,16.99,372.71,65000.0,16.61,6662.0,30.0
412,20000.0, 36 months,17.27,715.75,50000.0,33.75,4354.0,26.0
3317,9675.0, 36 months,11.48,318.96,70000.0,30.71,38949.0,31.0
9368,16000.0, 36 months,11.22,525.49,48000.0,14.58,19530.0,10.0
11542,3500.0, 36 months,15.41,122.04,8000.0,16.52,1332.0,9.0
6644,10300.0, 36 months,6.99,317.99,32000.0,32.24,11308.0,46.0
17037,12000.0, 60 months,18.2,306.03,37000.0,13.92,11326.0,36.0
9266,35000.0, 36 months,11.22,1149.51,95000.0,25.38,36783.0,31.0
23222,4800.0, 36 months,11.99,159.41,51000.0,15.88,20144.0,30.0
8440,15000.0, 36 months,7.89,469.29,85000.0,13.58,20733.0,17.0
1666,12000.0, 60 months,11.99,266.88,70000.0,8.88,18992.0,17.0
4487,18000.0, 36 months,9.17,573.83,75000.0,15.02,14859.0,17.0
12246,15000.0, 36 months,10.64,488.53,42000.0,26.31,10411.0,12.0
8060,24000.0, 36 months,9.17,765.1,98000.0,10.57,26119.0,46.0
12770,4000.0, 36 months,17.57,143.75,25000.0,24.48,3678.0,34.0
7290,2400.0, 36 months,12.88,80.73,60000.0,20.01,16291.0,43.0
20821,5000.0, 36 months,15.41,174.34,33000.0,18.84,5849.0,11.0
10802,25200.0, 60 months,21.99,695.86,75000.0,29.26,41492.0,41.0
7741,8000.0, 36 months,10.64,260.55,59000.0,17.88,5315.0,27.0
2915,12000.0, 36 months,13.44,406.88,50000.0,24.57,7122.0,22.0
16237,24325.0, 36 months,15.41,848.13,80000.0,15.08,4898.0,31.0
8848,4800.0, 36 months,15.41,167.36,37812.0,5.57,4466.0,25.0
492,3600.0, 36 months,15.77,126.16,70000.0,14.33,2442.0,30.0
7848,24000.0, 36 months,9.17,765.1,90000.0,12.16,20500.0,15.0
21101,24000.0, 36 months,9.76,771.72,48000.0,29.77,12916.0,21.0
20576,15600.0, 36 months,8.38,491.59,90000.0,6.83,8810.0,13.0
3161,13000.0, 36 months,7.89,406.72,57660.0,8.2,11075.0,13.0
11956,3600.0, 36 months,10.64,117.25,30000.0,19.4,3403.0,21.0
22316,5000.0, 36 months,9.17,159.4,32000.0,14.22,1910.0,19.0
13674,7000.0, 36 months,12.59,234.48,27000.0,38.65,12052.0,31.0
13194,28000.0, 60 months,9.76,591.62,112500.0,22.06,30429.0,54.0
9999,21000.0, 60 months,11.22,458.9,86000.0,10.97,11274.0,30.0
19588,10000.0, 36 months,9.17,318.79,52000.0,5.49,10999.0,4.0
1928,21000.0, 36 months,7.49,653.14,120000.0,14.44,50566.0,28.0
1203,14000.0, 36 months,11.99,464.94,90000.0,24.15,3887.0,21.0
4097,6525.0, 36 months,15.77,228.66,30000.0,8.44,4515.0,14.0
832,2150.0, 36 months,17.27,76.95,18300.0,11.74,512.0,19.0
17841,14400.0, 60 months,25.99,431.06,68000.0,24.14,7346.0,37.0
3374,20800.0, 60 months,11.99,462.58,115000.0,23.13,35541.0,48.0
12919,12000.0, 36 months,7.89,375.43,74000.0,27.29,12882.0,16.0
18162,16000.0, 36 months,9.17,510.07,55000.0,26.82,11703.0,31.0
4815,24000.0, 60 months,11.48,527.59,98000.0,10.9,83861.0,29.0
12387,12000.0, 36 months,9.17,382.55,120000.0,1.35,2190.0,15.0
3354,16800.0, 36 months,10.78,548.27,55000.0,16.34,17191.0,18.0
18705,8700.0, 36 months,5.32,262.0,100000.0,29.04,14179.0,32.0
4382,13500.0, 36 months,6.99,416.78,96000.0,12.85,13983.0,19.0
19129,12000.0, 36 months,8.38,378.15,78000.0,11.66,10881.0,27.0
9268,15000.0, 36 months,10.64,488.53,46000.0,26.4,7281.0,40.0
7066,21600.0, 60 months,13.18,493.46,85000.0,34.02,35247.0,27.0
8465,19950.0, 60 months,16.99,495.71,68000.0,31.19,22192.0,24.0
20123,18000.0, 36 months,7.26,557.94,46500.0,12.39,3083.0,7.0
13094,14000.0, 36 months,6.89,431.58,45000.0,18.19,729.0,38.0
7448,12000.0, 36 months,9.17,382.55,67000.0,11.95,6959.0,22.0
17816,2400.0, 36 months,13.18,81.08,59000.0,30.35,5876.0,23.0
12835,27525.0, 36 months,7.89,861.14,130000.0,12.47,24281.0,25.0
8189,14000.0, 36 months,11.22,459.81,65000.0,23.62,3649.0,23.0
23555,10000.0, 36 months,8.38,315.12,100000.0,2.54,7552.0,18.0
16223,31950.0, 60 months,24.99,937.59,110000.0,12.86,10293.0,14.0
3788,6000.0, 36 months,13.99,205.04,55000.0,31.05,4285.0,26.0
22948,15000.0, 36 months,10.64,488.53,125000.0,18.54,35482.0,27.0
9950,10000.0, 36 months,12.59,334.97,55000.0,33.65,6461.0,63.0
1270,16275.0, 60 months,17.97,413.02,36180.0,35.19,5752.0,19.0
12850,30000.0, 36 months,9.17,956.37,80000.0,23.56,33217.0,24.0
10174,6000.0, 36 months,7.26,185.98,70000.0,19.22,3883.0,37.0
14755,10000.0, 36 months,10.64,325.69,45000.0,20.45,10218.0,26.0
15449,6000.0, 36 months,11.99,199.26,40000.0,28.33,8492.0,29.0
18806,12100.0, 60 months,19.99,320.51,27515.04,33.29,25912.0,11.0
22614,10000.0, 36 months,11.99,332.1,69000.0,4.35,8122.0,43.0
15280,26475.0, 36 months,16.99,943.78,85000.0,10.11,24023.0,19.0
13379,28000.0, 60 months,15.41,672.16,112212.0,9.06,35541.0,27.0
9047,27500.0, 60 months,10.64,593.0,55000.0,21.69,18914.0,34.0
9264,11000.0, 60 months,17.86,278.5,100000.0,11.29,21641.0,22.0
22551,15000.0, 36 months,13.18,506.72,65000.0,29.76,8597.0,26.0
11587,27600.0, 60 months,18.49,708.24,60000.0,25.6,8898.0,32.0
8111,4200.0, 36 months,13.67,142.88,50000.0,26.45,19707.0,46.0
16786,21000.0, 36 months,11.22,689.71,100000.0,20.17,42336.0,19.0
22371,10400.0, 36 months,11.99,345.38,53000.0,18.09,12240.0,10.0
10037,6000.0, 36 months,8.38,189.08,85000.0,23.97,8365.0,28.0
5028,28000.0, 36 months,5.32,843.22,150000.0,13.66,78335.0,29.0
17943,8675.0, 36 months,14.48,298.52,74000.0,3.19,5615.0,16.0
11828,35000.0, 60 months,16.99,869.66,230000.0,12.44,45385.0,48.0
923,3000.0, 36 months,13.44,101.72,50740.0,17.24,7847.0,13.0
16995,5000.0, 36 months,16.55,177.15,40000.0,36.03,20673.0,20.0
3341,4125.0, 36 months,26.06,166.34,69000.0,15.13,2230.0,16.0
23333,14650.0, 36 months,14.48,504.13,45000.0,22.35,2943.0,15.0
3267,8500.0, 36 months,10.78,277.4,55040.0,9.18,1842.0,22.0
11226,12000.0, 36 months,7.26,371.96,58000.0,22.3,15081.0,43.0
8121,25000.0, 60 months,22.99,704.62,139000.0,14.81,26181.0,35.0
21431,20000.0, 36 months,7.26,619.93,88000.0,17.37,3016.0,37.0
10255,10475.0, 60 months,14.48,246.35,48000.0,38.13,13618.0,37.0
394,15000.0, 60 months,12.88,340.38,50000.0,30.08,75205.0,11.0
17241,8650.0, 36 months,18.99,317.04,35000.0,11.3,9783.0,26.0
16582,30000.0, 60 months,17.57,754.81,89000.0,25.73,29752.0,33.0
19164,5000.0, 36 months,5.32,150.58,85000.0,16.31,15167.0,34.0
4651,25000.0, 36 months,14.85,864.8,240000.0,9.36,5911.0,12.0
11885,12000.0, 36 months,9.17,382.55,35000.0,32.65,6226.0,22.0
9878,23000.0, 36 months,9.17,733.22,84000.0,11.8,29691.0,16.0
8983,5000.0, 36 months,11.22,164.22,145000.0,25.88,21575.0,34.0
950,10000.0, 36 months,8.49,315.63,63000.0,24.67,26069.0,25.0
4783,15000.0, 36 months,12.88,504.55,60000.0,20.47,24627.0,24.0
2632,19300.0, 36 months,13.44,654.4,48261.96,17.11,9681.0,22.0
16214,35000.0, 60 months,11.99,778.38,129560.0,11.35,46522.0,27.0
19780,5000.0, 36 months,6.24,152.66,53000.0,2.29,4462.0,13.0
3719,30000.0, 36 months,7.49,933.05,140000.0,15.16,40164.0,26.0
22812,16250.0, 60 months,10.64,350.41,36000.0,23.07,17909.0,34.0
15220,28000.0, 36 months,13.18,945.87,72000.0,18.42,12078.0,24.0
12030,10000.0, 36 months,10.64,325.69,60000.0,14.76,9239.0,26.0
5833,6500.0, 36 months,10.78,212.13,35000.0,12.14,6274.0,23.0
8493,12000.0, 60 months,19.99,317.86,65000.0,18.15,11149.0,30.0
7581,14400.0, 60 months,23.99,414.18,36000.0,36.5,26437.0,22.0
17673,8700.0, 36 months,7.89,272.19,50000.0,24.76,8551.0,21.0
7798,7200.0, 36 months,11.22,236.47,72000.0,15.52,39035.0,22.0
17909,10000.0, 36 months,9.76,321.55,175000.0,17.97,65256.0,27.0
1787,25000.0, 60 months,11.99,555.99,170000.0,14.77,32940.0,32.0
1584,10000.0, 36 months,9.17,318.79,80000.0,31.17,253458.0,28.0
16172,10000.0, 36 months,6.89,308.27,57000.0,13.01,10911.0,33.0
9854,18000.0, 36 months,7.89,563.15,80000.0,19.72,5910.0,39.0
5782,5000.0, 36 months,11.99,166.05,60900.0,34.01,4539.0,38.0
7732,6000.0, 36 months,16.99,213.89,155000.0,22.75,12389.0,43.0
21388,11000.0, 60 months,17.57,276.77,38000.0,4.52,7770.0,19.0
7418,6000.0, 36 months,13.18,202.69,65000.0,19.33,3704.0,15.0
17410,4000.0, 36 months,7.89,125.15,80000.0,38.01,6200.0,24.0
9514,15000.0, 60 months,16.55,369.17,54000.0,23.87,916.0,14.0
14336,18200.0, 60 months,9.17,379.31,66000.0,29.86,22464.0,21.0
9061,6700.0, 36 months,9.76,215.44,58000.0,18.46,7191.0,17.0
9905,9000.0, 36 months,8.38,283.61,72000.0,9.56,9298.0,7.0
13392,15000.0, 60 months,12.59,338.16,50000.0,16.37,13396.0,29.0
5615,7200.0, 36 months,12.88,242.19,28000.0,19.25,2730.0,10.0
1118,15000.0, 36 months,11.48,494.5,60000.0,24.32,62210.0,21.0
877,28000.0, 60 months,15.77,677.49,118000.0,35.91,10568.0,27.0
18380,2800.0, 36 months,9.17,89.27,62000.0,2.48,774.0,26.0
405,6000.0, 36 months,7.91,187.77,81120.0,18.45,6151.0,22.0
16108,11200.0, 60 months,13.67,258.7,80000.0,9.96,11899.0,34.0
14774,7000.0, 36 months,11.22,229.91,60000.0,23.07,21750.0,32.0
8912,9900.0, 36 months,7.26,306.87,89000.0,13.94,11051.0,18.0
18265,3025.0, 36 months,15.41,105.48,23000.0,8.09,4169.0,7.0
19488,5000.0, 36 months,9.76,160.78,30000.0,16.48,5499.0,22.0
10324,3000.0, 36 months,11.22,98.53,20000.0,15.95,6780.0,9.0
21845,12000.0, 60 months,13.67,277.18,45000.0,6.16,17517.0,13.0
2375,8000.0, 36 months,11.48,263.74,100000.0,19.88,2330.0,35.0
10090,5000.0, 36 months,7.26,154.99,43000.0,24.64,7061.0,44.0
5128,14700.0, 60 months,26.06,440.65,35000.0,24.93,17408.0,37.0
19868,22050.0, 60 months,17.86,558.25,85000.0,7.43,4913.0,17.0
17755,26400.0, 36 months,5.32,795.04,142000.0,5.43,10709.0,26.0
5649,10000.0, 36 months,9.8,321.74,75000.0,15.75,7813.0,24.0
14797,10000.0, 36 months,9.76,321.55,50000.0,16.08,5494.0,17.0
19120,14400.0, 36 months,7.26,446.35,90000.0,5.72,7945.0,5.0
20929,11400.0, 36 months,8.38,359.24,57200.0,23.81,11284.0,31.0
20151,35000.0, 36 months,9.17,1115.77,450000.0,9.43,1299.0,36.0
16610,5500.0, 36 months,9.17,175.34,46500.0,16.9,11230.0,10.0
155,35000.0, 36 months,8.49,1104.71,90000.0,13.36,15448.0,26.0
1789,15000.0, 36 months,8.49,473.45,120000.0,10.66,13833.0,29.0
1967,7000.0, 36 months,9.17,223.16,90000.0,18.12,69878.0,32.0
19397,18000.0, 36 months,6.24,549.56,72000.0,31.28,7713.0,33.0
17385,17650.0, 60 months,13.67,407.68,58240.0,31.94,18739.0,30.0
3133,6000.0, 36 months,9.17,191.28,65000.0,20.9,12787.0,38.0
20308,22000.0, 60 months,16.55,541.45,50000.0,18.24,32097.0,20.0
10295,12000.0, 36 months,11.99,398.52,50000.0,31.23,4310.0,19.0
22285,14000.0, 60 months,15.41,336.08,43000.0,34.27,12196.0,21.0
9852,5000.0, 36 months,5.32,150.58,82000.0,23.39,12059.0,43.0
211,23525.0, 60 months,17.97,597.0,70000.0,13.33,28738.0,22.0
14839,20000.0, 36 months,9.76,643.1,85000.0,29.62,34944.0,56.0
18022,10000.0, 60 months,13.18,228.46,46000.0,22.93,11745.0,13.0
16950,20000.0, 36 months,9.17,637.58,110000.0,14.56,17661.0,23.0
1729,12500.0, 36 months,12.88,420.46,25000.0,23.09,14671.0,17.0
1580,16800.0, 60 months,22.45,468.31,50000.0,20.51,13281.0,53.0
10901,25000.0, 60 months,12.59,563.6,92000.0,26.34,35950.0,47.0
17753,8400.0, 36 months,10.64,273.58,31000.0,28.61,14817.0,46.0
9821,5775.0, 36 months,25.99,232.65,38300.0,9.77,5675.0,14.0
14290,16000.0, 36 months,7.26,495.94,60000.0,15.12,29023.0,14.0
4285,15000.0, 36 months,11.48,494.5,52000.0,27.18,16020.0,58.0
23356,2800.0, 36 months,9.76,90.04,30000.0,25.12,3685.0,23.0
9939,16000.0, 36 months,5.32,481.84,50000.0,7.78,10656.0,18.0
7766,30000.0, 60 months,9.76,633.88,63000.0,8.02,33500.0,26.0
16392,7500.0, 36 months,7.89,234.65,47000.0,4.7,7317.0,4.0
8966,15000.0, 60 months,14.48,352.77,52000.0,26.3,7054.0,35.0
8203,8000.0, 36 months,9.17,255.04,66000.0,17.64,4121.0,15.0
2627,17500.0, 36 months,8.49,552.36,59000.0,18.96,7947.0,24.0
11208,16800.0, 36 months,7.89,525.6,62000.0,23.67,7471.0,21.0
22773,25000.0, 60 months,15.41,600.15,115000.0,33.39,44811.0,44.0
6648,20000.0, 36 months,11.48,659.33,85000.0,27.08,32020.0,42.0
2578,32750.0, 60 months,20.5,876.82,78000.0,25.43,34011.0,38.0
6143,6000.0, 36 months,11.99,199.26,50000.0,34.59,7732.0,25.0
2530,2975.0, 36 months,21.48,112.82,40000.0,6.9,4197.0,10.0
23959,18350.0, 60 months,20.99,496.33,70000.0,28.0,16156.0,15.0
8781,25500.0, 60 months,19.99,675.46,75072.0,13.12,2904.0,10.0
14000,16000.0, 60 months,13.67,369.57,72000.0,18.95,6027.0,7.0
19562,20000.0, 36 months,10.64,651.37,150000.0,8.82,8755.0,16.0
17956,10000.0, 36 months,5.32,301.15,98800.0,3.4,10768.0,21.0
10349,7000.0, 36 months,22.99,270.94,70000.0,21.38,4836.0,16.0
11629,19200.0, 60 months,13.67,443.48,85000.0,18.74,28862.0,27.0
22033,21000.0, 36 months,9.76,675.25,210000.0,8.05,19178.0,19.0
10708,33600.0, 60 months,16.55,826.94,70000.0,0.72,110.0,25.0
10757,25000.0, 36 months,13.67,850.44,84000.0,30.51,49694.0,36.0
10031,14000.0, 60 months,18.49,359.26,85000.0,18.17,81200.0,32.0
7195,8000.0, 36 months,15.41,278.94,80000.0,8.21,2153.0,9.0
22040,35000.0, 36 months,14.48,1204.4,150000.0,5.71,15535.0,51.0
3577,20000.0, 36 months,11.48,659.33,370000.0,7.09,488.0,28.0
761,10000.0, 36 months,5.32,301.15,80000.0,5.27,19012.0,9.0
6479,5000.0, 36 months,9.8,160.87,95000.0,28.1,28234.0,54.0
17451,11000.0, 36 months,12.59,368.47,25000.0,22.08,12808.0,13.0
8649,15000.0, 36 months,7.26,464.95,43188.0,27.23,43588.0,18.0
12885,16000.0, 60 months,18.49,410.58,60000.0,29.86,30667.0,47.0
15494,23800.0, 36 months,11.99,790.39,130000.0,14.22,8894.0,31.0
23515,24000.0, 36 months,10.64,781.65,170000.0,12.6,35874.0,31.0
15690,14000.0, 36 months,11.22,459.81,40000.0,14.82,17032.0,12.0
10452,12000.0, 36 months,10.64,390.83,50000.0,16.47,14542.0,18.0
5896,1000.0, 36 months,13.99,34.18,30000.0,29.8,10220.0,18.0
2322,35000.0, 60 months,22.45,975.64,100000.0,24.06,34315.0,16.0
11400,5000.0, 36 months,11.22,164.22,29000.0,22.14,3306.0,19.0
